query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bitscore	query_len	query_class	target_len	target_class	RBP-class-pair	qcov	tcov	cov	modular	is_cterm_sim
LIT_011_KL22KL37_PROTEIN_46	LIT_041_KL1KL2KL57_PROTEIN_45	20.922	282	192	8	11	274	12	280	3.7e-05	42.0	780	tailspike depolymerase	832	tailspike depolymerase	Same	0.36	0.34	0.34	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	LIT_089_KL36KL42_PROTEIN_48	22.393	326	220	11	11	317	12	323	5.92e-05	41.2	780	tailspike depolymerase	868	tailspike depolymerase	Same	0.42	0.38	0.38	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	LIT_087_KL82_PROTEIN_44	20.144	278	191	8	11	270	12	276	8.96e-05	40.4	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	REC_030_KL56KN3_PROTEIN_41	19.784	278	192	8	11	270	12	276	0.000109	40.4	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	LIT_085_KL56_PROTEIN_47	20.504	278	190	8	11	270	12	276	0.000117	40.0	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	LIT_091_KL1KL8_PROTEIN_47	20.055	364	244	11	11	348	12	354	0.00012	40.0	780	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.47	0.49	0.47	Cterminal variation	False
LIT_011_KL22KL37_PROTEIN_46	REC_022_KL30KL69_PROTEIN_42	20.141	283	185	10	11	270	12	276	0.00021	39.3	780	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_065_KL66_PROTEIN_60	81.818	275	39	1	1	275	1	264	1.76e-152	460.0	791	tailspike depolymerase	779	tailspike depolymerase	Same	0.35	0.35	0.35	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_007_KL13KL2_PROTEIN_46	72.325	271	62	3	1	269	1	260	2.92e-132	401.0	791	tailspike depolymerase	602	HRP29 tail-like variant 1	Different	0.34	0.45	0.34	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_015_KL2_PROTEIN_46	69.742	271	80	2	1	269	1	271	8.11e-131	395.0	791	tailspike depolymerase	541	HRP29 tail-like variant 1	Different	0.34	0.5	0.34	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_031_KL47_PROTEIN_46	69.373	271	70	3	1	269	1	260	1.87e-127	387.0	791	tailspike depolymerase	530	HRP29 tail-like variant 1	Different	0.34	0.51	0.34	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_005_KL1_PROTEIN_48	69.373	271	81	2	1	269	1	271	6.21e-125	380.0	791	tailspike depolymerase	541	HRP29 tail-like variant 1	Different	0.34	0.5	0.34	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_032_KL57_PROTEIN_47	20.819	293	190	9	11	285	12	280	9.35e-08	50.4	791	tailspike depolymerase	843	tailspike depolymerase	Same	0.37	0.35	0.35	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_080_KL11KL57_PROTEIN_46	21.603	287	187	9	11	281	12	276	5.42e-07	47.8	791	tailspike depolymerase	875	tailspike depolymerase	Same	0.36	0.33	0.33	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_015_KL61_PROTEIN_44	21.603	287	187	9	11	281	12	276	6.77e-07	47.4	791	tailspike depolymerase	875	tailspike depolymerase	Same	0.36	0.33	0.33	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_084_KL16_PROTEIN_47	22.184	293	186	11	11	285	12	280	1.29e-06	46.6	791	tailspike depolymerase	875	tailspike depolymerase	Same	0.37	0.33	0.33	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_079_KL74_PROTEIN_51	22.145	289	191	9	11	285	12	280	1.5e-06	46.2	791	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_091_KL1KL8_PROTEIN_47	21.067	375	238	13	11	359	12	354	2.52e-06	45.4	791	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.47	0.5	0.47	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_023_KL47_PROTEIN_42	19.681	376	246	13	11	363	12	354	2.75e-06	45.4	791	tailspike depolymerase	802	tailspike depolymerase	Same	0.48	0.47	0.47	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_082_KL26KL74_PROTEIN_49	22.337	291	188	10	11	285	12	280	4.4e-06	45.1	791	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_016_KL61_PROTEIN_41	22.028	286	187	10	11	281	12	276	8.28e-06	43.9	791	tailspike depolymerase	984	tailspike depolymerase	Same	0.36	0.29	0.29	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_089_KL36KL42_PROTEIN_48	21.084	332	228	9	11	328	12	323	1.62e-05	43.1	791	tailspike depolymerase	868	tailspike depolymerase	Same	0.42	0.38	0.38	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_014_KL30_PROTEIN_21	21.329	286	189	10	11	281	12	276	2.98e-05	42.0	791	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_022_KL30KL69_PROTEIN_42	20.833	288	192	10	11	283	12	278	3.22e-05	42.0	791	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	LIT_087_KL82_PROTEIN_44	20.557	287	190	10	11	281	12	276	0.000445	38.5	791	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.36	0.36	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_026_KL5KL8_PROTEIN_40	21.067	375	238	14	11	359	12	354	0.000613	37.7	791	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.47	0.5	0.47	Cterminal variation	False
LIT_012_KL22KL37_PROTEIN_19	REC_030_KL56KN3_PROTEIN_41	20.906	287	189	11	11	281	12	276	0.001	37.0	791	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.36	0.36	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_065_KL66_PROTEIN_60	82.642	265	46	0	1	265	1	265	4.35e-152	458.0	780	tailspike depolymerase	779	tailspike depolymerase	Same	0.34	0.34	0.34	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_080_KL11KL57_PROTEIN_46	19.784	278	192	6	11	270	12	276	1.32e-07	49.7	780	tailspike depolymerase	875	tailspike depolymerase	Same	0.36	0.32	0.32	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_079_KL74_PROTEIN_51	22.337	291	192	10	11	281	12	288	1.66e-07	49.3	780	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.36	0.36	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_084_KL16_PROTEIN_47	22.222	288	181	11	11	274	12	280	2.1e-07	49.3	780	tailspike depolymerase	875	tailspike depolymerase	Same	0.37	0.33	0.33	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_015_KL61_PROTEIN_44	19.784	278	192	6	11	270	12	276	2.81e-07	48.9	780	tailspike depolymerase	875	tailspike depolymerase	Same	0.36	0.32	0.32	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_082_KL26KL74_PROTEIN_49	22.105	285	185	10	11	274	12	280	4.59e-07	48.1	780	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.35	0.35	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	REC_032_KL57_PROTEIN_47	20.882	340	223	12	11	322	12	333	8.15e-07	47.4	780	tailspike depolymerase	843	tailspike depolymerase	Same	0.44	0.4	0.4	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	REC_023_KL47_PROTEIN_42	20.163	367	244	13	11	352	12	354	1.75e-06	46.2	780	tailspike depolymerase	802	tailspike depolymerase	Same	0.47	0.46	0.46	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_016_KL61_PROTEIN_41	21.352	281	184	9	11	270	12	276	7.1e-06	44.3	780	tailspike depolymerase	984	tailspike depolymerase	Same	0.36	0.29	0.29	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_041_KL1KL2KL57_PROTEIN_45	20.922	282	192	8	11	274	12	280	3.58e-05	42.0	780	tailspike depolymerase	832	tailspike depolymerase	Same	0.36	0.34	0.34	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_089_KL36KL42_PROTEIN_48	22.393	326	220	11	11	317	12	323	5.39e-05	41.2	780	tailspike depolymerase	868	tailspike depolymerase	Same	0.42	0.38	0.38	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	REC_030_KL56KN3_PROTEIN_41	19.784	278	192	8	11	270	12	276	9.67e-05	40.4	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_087_KL82_PROTEIN_44	20.144	278	191	8	11	270	12	276	9.92e-05	40.4	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_085_KL56_PROTEIN_47	20.504	278	190	8	11	270	12	276	0.000122	40.0	780	tailspike depolymerase	792	tailspike depolymerase	Same	0.36	0.35	0.35	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_091_KL1KL8_PROTEIN_47	20.055	364	244	11	11	348	12	354	0.000122	40.0	780	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.47	0.49	0.47	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	REC_022_KL30KL69_PROTEIN_42	20.141	283	185	10	11	270	12	276	0.000168	39.7	780	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_013_KL22KL37_PROTEIN_9	LIT_083_KL36KL43_PROTEIN_41	21.762	386	232	18	11	361	12	362	0.000609	37.7	780	tailspike depolymerase	818	tailspike depolymerase	Same	0.49	0.47	0.47	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_016_KL61_PROTEIN_41	81.548	336	61	1	1	335	1	336	0.0	552.0	792	tailspike depolymerase with fiber-like elements	984	tailspike depolymerase	Different	0.42	0.34	0.34	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_084_KL16_PROTEIN_47	72.087	369	90	5	1	367	1	358	4.1e-174	519.0	792	tailspike depolymerase with fiber-like elements	875	tailspike depolymerase	Different	0.47	0.42	0.42	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_024_KL47_PROTEIN_43	76.147	327	77	1	1	326	1	327	6.84e-171	508.0	792	tailspike depolymerase with fiber-like elements	793	tailspike depolymerase	Different	0.41	0.41	0.41	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_025_KL47_PROTEIN_44	76.398	322	75	1	1	321	1	322	4.0699999999999994e-170	506.0	792	tailspike depolymerase with fiber-like elements	793	tailspike depolymerase	Different	0.41	0.41	0.41	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_086_KL48_PROTEIN_49	77.46	315	69	1	1	315	1	313	1.28e-165	493.0	792	tailspike depolymerase with fiber-like elements	763	tailspike depolymerase	Different	0.4	0.41	0.4	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_041_KL1KL2KL57_PROTEIN_45	81.1	291	55	0	1	291	1	291	8.35e-162	486.0	792	tailspike depolymerase with fiber-like elements	832	tailspike depolymerase	Different	0.37	0.35	0.35	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_032_KL57_PROTEIN_47	72.727	330	81	1	1	321	1	330	2.4900000000000003e-161	484.0	792	tailspike depolymerase with fiber-like elements	843	tailspike depolymerase	Different	0.42	0.39	0.39	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_082_KL26KL74_PROTEIN_49	76.632	291	68	0	1	291	1	291	1.5000000000000001e-155	469.0	792	tailspike depolymerase with fiber-like elements	808	tailspike depolymerase	Different	0.37	0.36	0.36	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_079_KL74_PROTEIN_51	76.632	291	68	0	1	291	1	291	1.64e-154	466.0	792	tailspike depolymerase with fiber-like elements	808	tailspike depolymerase	Different	0.37	0.36	0.36	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_080_KL11KL57_PROTEIN_46	66.856	353	114	1	1	353	1	350	1.67e-151	460.0	792	tailspike depolymerase with fiber-like elements	875	tailspike depolymerase	Different	0.45	0.4	0.4	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_015_KL61_PROTEIN_44	66.289	353	116	1	1	353	1	350	3.51e-150	457.0	792	tailspike depolymerase with fiber-like elements	875	tailspike depolymerase	Different	0.45	0.4	0.4	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_042_KL1KL2KL57_PROTEIN_45	75.862	290	70	0	1	290	1	290	6.94e-149	454.0	792	tailspike depolymerase with fiber-like elements	903	tailspike depolymerase	Different	0.37	0.32	0.32	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_019_KL21KL3_PROTEIN_43	64.146	357	123	3	1	352	1	357	3.03e-145	444.0	792	tailspike depolymerase with fiber-like elements	869	tailspike depolymerase with fiber-like elements	Same	0.45	0.41	0.41	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_018_KL21_PROTEIN_41	62.178	349	127	3	1	347	1	346	8.829999999999999e-138	423.0	792	tailspike depolymerase with fiber-like elements	817	tailspike depolymerase	Different	0.44	0.43	0.43	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_083_KL36KL43_PROTEIN_41	60.224	357	134	4	1	353	1	353	1.09e-133	412.0	792	tailspike depolymerase with fiber-like elements	818	tailspike depolymerase	Different	0.45	0.44	0.44	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_089_KL36KL42_PROTEIN_48	57.879	330	126	3	1	322	1	325	1.13e-118	374.0	792	tailspike depolymerase with fiber-like elements	868	tailspike depolymerase	Different	0.42	0.38	0.38	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_128_KL10_PROTEIN_49	57.679	293	116	3	5	289	5	297	3.8e-105	339.0	792	tailspike depolymerase with fiber-like elements	913	tailspike depolymerase	Different	0.37	0.32	0.32	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_061_KL25_PROTEIN_59	22.654	309	203	10	12	299	11	304	3.37e-09	55.1	792	tailspike depolymerase with fiber-like elements	793	tailspike depolymerase	Different	0.39	0.39	0.39	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	REC_008_KL13KL2_PROTEIN_49	21.875	288	189	10	12	278	11	283	1.82e-06	46.2	792	tailspike depolymerase with fiber-like elements	791	tailspike depolymerase	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_064_KL36KL39_PROTEIN_55	21.875	288	189	10	12	278	11	283	1.92e-06	46.2	792	tailspike depolymerase with fiber-like elements	791	tailspike depolymerase	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_014_KL30_PROTEIN_21	LIT_040_KL22_PROTEIN_48	21.528	288	190	10	12	278	11	283	3.96e-06	45.1	792	tailspike depolymerase with fiber-like elements	791	tailspike depolymerase	Different	0.36	0.36	0.36	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_036_KL106_PROTEIN_44	76.451	293	69	0	1	293	1	293	1.72e-153	465.0	875	tailspike depolymerase	778	tailspike depolymerase	Same	0.33	0.38	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_037_KL106_PROTEIN_42	76.109	293	70	0	1	293	1	293	1.25e-152	463.0	875	tailspike depolymerase	778	tailspike depolymerase	Same	0.33	0.38	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_023_KL47_PROTEIN_42	72.313	307	81	1	1	303	1	307	1.51e-149	456.0	875	tailspike depolymerase	802	tailspike depolymerase	Same	0.35	0.38	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_019_KL21KL3_PROTEIN_43	75.758	297	72	0	1	297	1	297	9.51e-149	456.0	875	tailspike depolymerase	869	tailspike depolymerase with fiber-like elements	Different	0.34	0.34	0.34	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_016_KL61_PROTEIN_41	76.289	291	69	0	1	291	1	291	2.15e-148	458.0	875	tailspike depolymerase	984	tailspike depolymerase	Same	0.33	0.3	0.3	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_022_KL30KL69_PROTEIN_42	77.163	289	66	0	1	289	1	289	4.11e-148	451.0	875	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_041_KL1KL2KL57_PROTEIN_45	73.154	298	80	0	1	298	1	298	6.29e-148	452.0	875	tailspike depolymerase	832	tailspike depolymerase	Same	0.34	0.36	0.34	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_084_KL16_PROTEIN_47	75.524	286	70	0	1	286	1	286	2.9e-147	452.0	875	tailspike depolymerase	875	tailspike depolymerase	Same	0.33	0.33	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_030_KL56KN3_PROTEIN_41	74.048	289	75	0	1	289	1	289	4.39e-146	446.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_087_KL82_PROTEIN_44	73.702	289	76	0	1	289	1	289	1.16e-145	445.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_085_KL56_PROTEIN_47	63.143	350	107	3	1	350	1	328	2.56e-145	444.0	875	tailspike depolymerase	792	tailspike depolymerase	Same	0.4	0.44	0.4	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_024_KL47_PROTEIN_43	75.0	288	72	0	1	288	1	288	5.26e-145	443.0	875	tailspike depolymerase	793	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_025_KL47_PROTEIN_44	75.0	288	72	0	1	288	1	288	5.340000000000001e-144	441.0	875	tailspike depolymerase	793	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_042_KL1KL2KL57_PROTEIN_45	73.702	289	76	0	1	289	1	289	1.39e-142	440.0	875	tailspike depolymerase	903	tailspike depolymerase	Same	0.33	0.32	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_086_KL48_PROTEIN_49	74.048	289	75	0	1	289	1	289	4.19e-142	435.0	875	tailspike depolymerase	763	tailspike depolymerase	Same	0.33	0.38	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_082_KL26KL74_PROTEIN_49	65.741	324	95	1	1	324	1	308	6.74e-142	436.0	875	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.4	0.37	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_079_KL74_PROTEIN_51	65.741	324	95	1	1	324	1	308	6.32e-141	433.0	875	tailspike depolymerase	808	tailspike depolymerase	Same	0.37	0.4	0.37	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_032_KL57_PROTEIN_47	66.99	309	102	0	1	309	1	309	2.22e-137	425.0	875	tailspike depolymerase	843	tailspike depolymerase	Same	0.35	0.37	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_083_KL36KL43_PROTEIN_41	67.752	307	92	2	1	305	1	302	2.38e-137	424.0	875	tailspike depolymerase	818	tailspike depolymerase	Same	0.35	0.38	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_018_KL21_PROTEIN_41	69.966	293	87	1	1	292	1	293	3.78e-137	424.0	875	tailspike depolymerase	817	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_091_KL1KL8_PROTEIN_47	68.065	310	93	2	1	309	1	305	3.88e-134	414.0	875	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.35	0.41	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_026_KL5KL8_PROTEIN_40	67.097	310	96	2	1	309	1	305	1.17e-131	407.0	875	tailspike depolymerase	749	tailspike depolymerase with fiber-like elements	Different	0.35	0.41	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_089_KL36KL42_PROTEIN_48	65.125	281	98	0	1	281	1	281	1.5200000000000001e-118	376.0	875	tailspike depolymerase	868	tailspike depolymerase	Same	0.32	0.32	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_128_KL10_PROTEIN_49	55.631	293	122	3	5	289	5	297	4.6000000000000005e-99	325.0	875	tailspike depolymerase	913	tailspike depolymerase	Same	0.33	0.32	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_037_KL64_PROTEIN_43	43.987	316	152	8	1	314	1	293	1.46e-56	206.0	875	tailspike depolymerase	1017	tailspike depolymerase	Same	0.36	0.31	0.31	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_038_KL64_PROTEIN_43	43.671	316	153	8	1	314	1	293	4.1e-56	204.0	875	tailspike depolymerase	1017	tailspike depolymerase	Same	0.36	0.31	0.31	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_071_KL18KL60_PROTEIN_55	26.786	560	312	20	190	672	132	670	1.2e-36	143.0	875	tailspike depolymerase	901	tailspike depolymerase	Same	0.64	0.62	0.62	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_023_KL140_PROTEIN_23	25.678	479	259	17	190	601	132	580	1.4200000000000002e-21	95.1	875	tailspike depolymerase	854	tailspike depolymerase	Same	0.55	0.56	0.55	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_022_KL140_PROTEIN_10	25.678	479	259	17	190	601	132	580	2.7200000000000002e-21	94.4	875	tailspike depolymerase	854	tailspike depolymerase	Same	0.55	0.56	0.55	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_028_KL51_PROTEIN_300	29.596	446	256	21	188	601	486	905	4.32e-21	94.0	875	tailspike depolymerase	1179	tailspike depolymerase	Same	0.51	0.38	0.38	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_085_KL56_PROTEIN_48	25.676	370	210	14	263	580	2	358	1.8e-11	62.4	875	tailspike depolymerase	678	tailspike depolymerase	Same	0.42	0.55	0.42	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_061_KL25_PROTEIN_59	23.279	305	196	9	12	294	11	299	6.97e-11	60.5	875	tailspike depolymerase	793	tailspike depolymerase	Same	0.35	0.38	0.35	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_030_KL56KN3_PROTEIN_42	25.946	370	209	15	263	580	2	358	1.03e-10	60.1	875	tailspike depolymerase	678	tailspike depolymerase	Same	0.42	0.55	0.42	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_019_KL139_PROTEIN_32	26.244	442	241	16	297	671	166	589	2.3e-08	52.4	875	tailspike depolymerase	822	tailspike depolymerase	Same	0.51	0.54	0.51	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_034_KL22_PROTEIN_51	19.784	278	192	6	12	276	11	270	2.17e-07	49.3	875	tailspike depolymerase	744	tailspike depolymerase	Same	0.32	0.37	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	REC_008_KL13KL2_PROTEIN_49	21.951	287	186	9	12	276	11	281	2.41e-07	49.3	875	tailspike depolymerase	791	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_017_KL140_PROTEIN_44	24.022	358	226	15	266	602	190	522	2.43e-07	49.3	875	tailspike depolymerase	793	tailspike depolymerase	Same	0.41	0.45	0.41	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_064_KL36KL39_PROTEIN_55	21.951	287	186	9	12	276	11	281	2.54e-07	48.9	875	tailspike depolymerase	791	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_039_KL22_PROTEIN_49	19.784	278	192	6	12	276	11	270	2.82e-07	48.9	875	tailspike depolymerase	780	tailspike depolymerase	Same	0.32	0.36	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_038_KL22_PROTEIN_51	19.784	278	192	6	12	276	11	270	4.75e-07	48.1	875	tailspike depolymerase	780	tailspike depolymerase	Same	0.32	0.36	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_040_KL22_PROTEIN_48	21.603	287	187	9	12	276	11	281	6.16e-07	47.8	875	tailspike depolymerase	791	tailspike depolymerase	Same	0.33	0.36	0.33	Cterminal variation	False
LIT_015_KL61_PROTEIN_44	LIT_033_KL22_PROTEIN_48	19.784	278	192	6	12	276	11	270	7.16e-07	47.8	875	tailspike depolymerase	744	tailspike depolymerase	Same	0.32	0.37	0.32	Cterminal variation	False
LIT_015_KL61_PROTEIN_45	LIT_128_KL10_PROTEIN_50	31.944	288	161	14	1	274	1	267	1.71e-17	80.1	546	tailspike depolymerase	512	tailspike depolymerase	Same	0.53	0.56	0.53	Cterminal variation	False
LIT_015_KL61_PROTEIN_45	LIT_037_KL106_PROTEIN_43	26.935	323	202	10	1	314	1	298	1.11e-15	74.7	546	tailspike depolymerase	536	tailspike depolymerase	Same	0.59	0.6	0.59	Cterminal variation	False
LIT_015_KL61_PROTEIN_45	LIT_036_KL106_PROTEIN_45	26.935	323	202	10	1	314	1	298	1.46e-15	74.3	546	tailspike depolymerase	536	tailspike depolymerase	Same	0.59	0.6	0.59	Cterminal variation	False
LIT_016_KL61_PROTEIN_41	REC_022_KL30KL69_PROTEIN_42	87.255	306	39	0	1	306	1	306	0.0	548.0	984	tailspike depolymerase	792	tailspike depolymerase with fiber-like elements	Different	0.31	0.39	0.31	Cterminal variation	False
LIT_016_KL61_PROTEIN_41	LIT_087_KL82_PROTEIN_44	76.923	338	76	1	1	336	1	338	1.2399999999999999e-176	529.0	984	tailspike depolymerase	792	tailspike depolymerase	Same	0.34	0.43	0.34	Cterminal variation	False
LIT_016_KL61_PROTEIN_41	REC_030_KL56KN3_PROTEIN_41	76.036	338	79	1	1	336	1	338	4.46e-175	525.0	984	tailspike depolymerase	792	tailspike depolymerase	Same	0.34	0.43	0.34	Cterminal variation	False
LIT_016_KL61_PROTEIN_41	LIT_085_KL56_PROTEIN_47	75.74	338	80	1	1	336	1	338	1.56e-174	523.0	984	tailspike depolymerase	792	tailspike depolymerase	Same	0.34	0.43	0.34	Cterminal variation	False
